# ground truth	trajecto	ry										
# file: 'rgbd_d	ataset_f	reiburg3	_walkin	g_halfsp	here.bag	'						
# timestamp tx	ty tz qx	qy qz q	w									
1341846435.4870	-0.3642	-3.0590	1.5901	-0.7329	-0.0965	0.1016	0.6658					
1341846435.4969	-0.3611	-3.0586	1.5903	-0.7332	-0.0969	0.1002	0.6656					
1341846435.5069	-0.3579	-3.0583	1.5906	-0.7335	-0.0966	0.0992	0.6654					
1341846435.5178	-0.3549	-3.0580	1.5908	-0.7336	-0.0964	0.0986	0.6655					
1341846435.5270	-0.3518	-3.0577	1.591	-0.7341	-0.0964	0.0984	0.6649					
1341846435.5370	-0.3487	-3.0573	1.591	-0.7342	-0.0968	0.0983	0.6647					
1341846435.5469	-0.3453	-3.0570	1.5912	-0.7349	-0.0977	0.0967	0.6641					
1341846435.5569	-0.3421	-3.0569	1.5915	-0.7356	-0.0985	0.0955	0.6633					
1341846435.5669	-0.3392	-3.0563	1.5913	-0.7352	-0.1	0.0969	0.6634					
1341846435.5771	-0.3358	-3.0561	1.5914	-0.7353	-0.1016	0.0972	0.6629					
1341846435.5893	-0.3326	-3.0557	1.5915	-0.7345	-0.1024	0.0977	0.6636					
1341846435.5979	-0.3294	-3.0556	1.5915	-0.7335	-0.1043	0.0993	0.6643					
1341846435.6069	-0.3258	-3.0558	1.5919	-0.7328	-0.1054	0.0995	0.6648					
1341846435.6170	-0.3222	-3.0557	1.592	-0.7315	-0.1074	0.1012	0.6657					
1341846435.6269	-0.3191	-3.0554	1.592	-0.7304	-0.1094	0.1047	0.666					
1341846435.6369	-0.3152	-3.0556	1.5923	-0.7306	-0.1114	0.1047	0.6655					
1341846435.6469	-0.3120	-3.0551	1.5923	-0.729	-0.1125	0.107	0.6667					
1341846435.6569	-0.3080	-3.0551	1.5922	-0.7289	-0.1132	0.1049	0.667					
1341846435.6670	-0.3043	-3.0550	1.593	-0.7286	-0.1127	0.1066	0.6671					
1341846435.6769	-0.3008	-3.0542	1.5931	-0.7269	-0.112	0.1081	0.6689					
1341846435.6869	-0.2970	-3.0540	1.5935	-0.7268	-0.1125	0.1084	0.6688					
1341846435.6969	-0.2933	-3.0539	1.5937	-0.727	-0.1131	0.1078	0.6686					
1341846435.7070	-0.2895	-3.0538	1.5943	-0.7262	-0.1136	0.1078	0.6694					
1341846435.7181	-0.2859	-3.0536	1.5945	-0.7263	-0.1148	0.108	0.669					
1341846435.7269	-0.2820	-3.0534	1.595	-0.7254	-0.1157	0.1083	0.6698					
1341846435.7369	-0.2780	-3.0538	1.5954	-0.7273	-0.1176	0.1068	0.6677					
1341846435.7470	-0.2744	-3.0538	1.596	-0.7267	-0.1177	0.1072	0.6682					
1341846435.7570	-0.2707	-3.0535	1.5961	-0.7256	-0.1183	0.11	0.6688					
1341846435.7669	-0.2670	-3.0535	1.5964	-0.7248	-0.1189	0.1111	0.6694					
1341846435.7769	-0.2630	-3.0537	1.5971	-0.7248	-0.1204	0.1101	0.6693					
1341846435.7869	-0.2592	-3.0540	1.5977	-0.7249	-0.1221	0.1104	0.6689					
1341846435.7970	-0.2553	-3.0541	1.5981	-0.725	-0.1233	0.1113	0.6684					
1341846435.8070	-0.2515	-3.0539	1.5986	-0.7247	-0.1237	0.1115	0.6686					
1341846435.8173	-0.2477	-3.0539	1.5991	-0.7242	-0.1242	0.1118	0.6691					
1341846435.8269	-0.2438	-3.0538	1.5997	-0.7242	-0.1244	0.1122	0.6689					
1341846435.8369	-0.2406	-3.0532	1.5998	-0.723	-0.1241	0.1153	0.6698					
1341846435.8469	-0.2364	-3.0532	1.6008	-0.7221	-0.1257	0.1154	0.6704					
1341846435.8569	-0.2324	-3.0534	1.6013	-0.723	-0.1272	0.1145	0.6693					
1341846435.8669	-0.2286	-3.0534	1.6018	-0.7231	-0.1284	0.1156	0.6688					
1341846435.8769	-0.2253	-3.0530	1.6022	-0.7225	-0.129	0.1172	0.6691					
1341846435.8871	-0.2217	-3.0524	1.6026	-0.7214	-0.129	0.12	0.6697					
1341846435.8969	-0.2180	-3.0519	1.603	-0.7214	-0.1292	0.121	0.6695					
1341846435.9069	-0.2137	-3.0519	1.6037	-0.7226	-0.1301	0.1194	0.6683					
1341846435.9170	-0.2101	-3.0515	1.6043	-0.7225	-0.1306	0.1209	0.668					
1341846435.9269	-0.2066	-3.0515	1.6042	-0.725	-0.1309	0.1227	0.665					
1341846435.9370	-0.2027	-3.0506	1.6052	-0.7233	-0.131	0.124	0.6666					
1341846435.9469	-0.1994	-3.0505	1.6062	-0.723	-0.1309	0.1273	0.6662					
1341846435.9570	-0.1956	-3.0493	1.6062	-0.7221	-0.1313	0.1263	0.6673					
1341846435.9669	-0.1922	-3.0486	1.6068	-0.7217	-0.1323	0.128	0.6673					
1341846435.9769	-0.1886	-3.0483	1.6063	-0.7236	-0.134	0.129	0.6647					
1341846435.9870	-0.1852	-3.0467	1.6074	-0.7191	-0.1341	0.1316	0.669					
1341846435.9969	-0.1822	-3.0458	1.6074	-0.7185	-0.1345	0.1341	0.6691					
1341846436.0069	-0.1788	-3.0450	1.6077	-0.7182	-0.1354	0.1363	0.6688					
1341846436.0170	-0.1759	-3.0446	1.6072	-0.7198	-0.1365	0.1384	0.6664					
1341846436.0271	-0.1721	-3.0428	1.6082	-0.7175	-0.1356	0.1399	0.6687					
1341846436.0369	-0.1685	-3.0420	1.6082	-0.718	-0.1359	0.1414	0.6679					
1341846436.0472	-0.1652	-3.0408	1.6084	-0.7179	-0.1362	0.1428	0.6676					
1341846436.0569	-0.1619	-3.0395	1.6089	-0.7166	-0.1355	0.1438	0.6689					
1341846436.0669	-0.1584	-3.0385	1.6084	-0.7195	-0.1362	0.1446	0.6655					
1341846436.0770	-0.1554	-3.0372	1.6085	-0.7193	-0.1367	0.146	0.6653					
1341846436.0876	-0.1521	-3.0362	1.6086	-0.7196	-0.1375	0.1473	0.6645					
1341846436.0970	-0.1490	-3.0350	1.6085	-0.7197	-0.1383	0.1485	0.664					
1341846436.1070	-0.1458	-3.0339	1.6086	-0.7196	-0.1389	0.1503	0.6636					
1341846436.1169	-0.1428	-3.0328	1.6085	-0.7198	-0.1394	0.1517	0.6629					
1341846436.1270	-0.1394	-3.0323	1.6089	-0.7204	-0.14	0.1523	0.662					
1341846436.1383	-0.1361	-3.0312	1.6092	-0.72	-0.1402	0.1524	0.6624					
1341846436.1469	-0.1328	-3.0300	1.6092	-0.7199	-0.1402	0.1525	0.6624					
1341846436.1569	-0.1299	-3.0289	1.6093	-0.7192	-0.1398	0.1537	0.663					
1341846436.1669	-0.1266	-3.0279	1.6095	-0.7194	-0.1394	0.154	0.6628					
1341846436.1770	-0.1238	-3.0267	1.6096	-0.7189	-0.1394	0.1544	0.6633					
1341846436.1869	-0.1212	-3.0259	1.6101	-0.7165	-0.1391	0.1551	0.6657					
1341846436.1969	-0.1182	-3.0248	1.6102	-0.7159	-0.1401	0.1566	0.6659					
1341846436.2070	-0.1154	-3.0242	1.6101	-0.7159	-0.1407	0.1581	0.6654					
1341846436.2169	-0.1127	-3.0232	1.6104	-0.7147	-0.1406	0.1598	0.6663					
1341846436.2273	-0.1103	-3.0218	1.6104	-0.7141	-0.1398	0.1603	0.667					
1341846436.2369	-0.1074	-3.0210	1.6094	-0.7173	-0.1403	0.1601	0.6635					
1341846436.2470	-0.1046	-3.0198	1.6099	-0.7168	-0.1388	0.1612	0.6641					
1341846436.2570	-0.1022	-3.0190	1.6098	-0.7178	-0.1387	0.1607	0.6631					
1341846436.2669	-0.1000	-3.0180	1.6103	-0.7172	-0.1379	0.1611	0.6638					
1341846436.2769	-0.0977	-3.0171	1.6105	-0.7176	-0.1382	0.1608	0.6634					
1341846436.2870	-0.0954	-3.0162	1.6105	-0.7184	-0.139	0.1607	0.6624					
1341846436.2969	-0.0932	-3.0153	1.61	-0.7197	-0.1405	0.1595	0.661					
1341846436.3069	-0.0915	-3.0143	1.6102	-0.7189	-0.1412	0.1604	0.6615					
1341846436.3182	-0.0896	-3.0134	1.6109	-0.7177	-0.1411	0.1626	0.6622					
1341846436.3269	-0.0878	-3.0127	1.6114	-0.7163	-0.1413	0.1639	0.6634					
1341846436.3369	-0.0859	-3.0117	1.6112	-0.7177	-0.1419	0.1647	0.6616					
1341846436.3469	-0.0843	-3.0108	1.6111	-0.7183	-0.1428	0.1641	0.6608					
1341846436.3569	-0.0828	-3.0098	1.6115	-0.7175	-0.143	0.164	0.6617					
1341846436.3669	-0.0811	-3.0090	1.6116	-0.7198	-0.1434	0.164	0.6592					
1341846436.3769	-0.0795	-3.0076	1.6117	-0.7195	-0.1438	0.1629	0.6597					
1341846436.3870	-0.0780	-3.0067	1.6121	-0.7183	-0.1441	0.1626	0.661					
1341846436.3969	-0.0768	-3.0057	1.6122	-0.7182	-0.1443	0.1625	0.661					
1341846436.4069	-0.0754	-3.0048	1.6123	-0.7179	-0.1449	0.1631	0.661					
1341846436.4207	-0.0741	-3.0036	1.6123	-0.7172	-0.1458	0.1644	0.6613					
1341846436.4270	-0.0730	-3.0026	1.6126	-0.7161	-0.1468	0.1656	0.6619					
1341846436.4370	-0.0717	-3.0015	1.6122	-0.7168	-0.1487	0.1659	0.6608					
1341846436.4469	-0.0705	-3.0001	1.6121	-0.716	-0.1495	0.1664	0.6613					
1341846436.4570	-0.0692	-2.9986	1.6121	-0.715	-0.15	0.1672	0.6621					
1341846436.4669	-0.0680	-2.9973	1.6123	-0.7147	-0.1501	0.1678	0.6622					
1341846436.4769	-0.0666	-2.9959	1.6122	-0.7145	-0.1498	0.1689	0.6622					
1341846436.4870	-0.0653	-2.9945	1.6125	-0.7143	-0.1498	0.1694	0.6623					
1341846436.4969	-0.0642	-2.9929	1.6125	-0.7148	-0.1503	0.1697	0.6615					
1341846436.5069	-0.0630	-2.9915	1.6129	-0.7154	-0.1513	0.1716	0.6602					
1341846436.5172	-0.0618	-2.9898	1.6126	-0.7173	-0.1534	0.1718	0.6576					
1341846436.5270	-0.0611	-2.9879	1.6129	-0.7155	-0.1542	0.1714	0.6595					
1341846436.5370	-0.0600	-2.9859	1.6122	-0.7167	-0.1566	0.1713	0.6577					
1341846436.5470	-0.0591	-2.9841	1.6126	-0.7152	-0.1575	0.1732	0.6586					
1341846436.5570	-0.0581	-2.9824	1.613	-0.7152	-0.1581	0.1761	0.6576					
1341846436.5671	-0.0568	-2.9804	1.6124	-0.7167	-0.1606	0.1771	0.6552					
1341846436.5770	-0.0559	-2.9785	1.6131	-0.7148	-0.161	0.1801	0.6563					
1341846436.5870	-0.0547	-2.9764	1.6131	-0.7145	-0.1624	0.1816	0.6559					
1341846436.5969	-0.0536	-2.9743	1.6129	-0.7149	-0.164	0.1824	0.6548					
1341846436.6069	-0.0522	-2.9720	1.6127	-0.7152	-0.1655	0.1835	0.6538					
1341846436.6169	-0.0509	-2.9697	1.6126	-0.7157	-0.1669	0.1833	0.6529					
1341846436.6269	-0.0494	-2.9672	1.6122	-0.7164	-0.1684	0.1833	0.6518					
1341846436.6370	-0.0477	-2.9650	1.6121	-0.7168	-0.1696	0.1832	0.6511					
1341846436.6469	-0.0460	-2.9626	1.612	-0.7168	-0.1712	0.1831	0.6506					
1341846436.6569	-0.0443	-2.9601	1.6118	-0.7161	-0.1724	0.1836	0.651					
1341846436.6673	-0.0426	-2.9577	1.6118	-0.7155	-0.1738	0.1848	0.6509					
1341846436.6769	-0.0408	-2.9550	1.6116	-0.7144	-0.1756	0.1861	0.6513					
1341846436.6870	-0.0392	-2.9526	1.6113	-0.7136	-0.1773	0.1876	0.6512					
1341846436.6970	-0.0374	-2.9501	1.611	-0.7133	-0.179	0.1888	0.6508					
1341846436.7070	-0.0355	-2.9476	1.6107	-0.7128	-0.1811	0.19	0.6504					
1341846436.7170	-0.0336	-2.9451	1.6104	-0.7134	-0.183	0.1912	0.6489					
1341846436.7269	-0.0317	-2.9424	1.6097	-0.713	-0.185	0.1915	0.6486					
1341846436.7370	-0.0296	-2.9398	1.6099	-0.7128	-0.1862	0.1937	0.6478					
1341846436.7470	-0.0274	-2.9374	1.6098	-0.7127	-0.1875	0.1954	0.6471					
1341846436.7570	-0.0252	-2.9347	1.6097	-0.7118	-0.189	0.1972	0.6471					
1341846436.7670	-0.0230	-2.9320	1.6096	-0.7102	-0.1903	0.1992	0.6478					
1341846436.7770	-0.0207	-2.9295	1.6098	-0.7087	-0.1922	0.2009	0.6484					
1341846436.7870	-0.0184	-2.9270	1.6097	-0.7069	-0.1948	0.2028	0.649					
1341846436.7969	-0.0161	-2.9246	1.6099	-0.706	-0.1965	0.204	0.6491					
1341846436.8070	-0.0136	-2.9222	1.6098	-0.7054	-0.1983	0.2059	0.6486					
1341846436.8170	-0.0112	-2.9196	1.6097	-0.705	-0.1994	0.2074	0.6483					
1341846436.8270	-0.0088	-2.9172	1.6096	-0.7054	-0.2002	0.2082	0.6473					
1341846436.8369	-0.0062	-2.9146	1.6091	-0.706	-0.201	0.2088	0.6462					
1341846436.8470	-0.0037	-2.9121	1.6087	-0.7067	-0.2013	0.2093	0.6451					
1341846436.8570	-0.0009	-2.9096	1.6083	-0.7075	-0.2015	0.2097	0.6441					
1341846436.8669	0.0019	-2.9073	1.6079	-0.7087	-0.2016	0.2102	0.6426					
1341846436.8769	0.0044	-2.9057	1.6079	-0.7091	-0.2018	0.2132	0.6411					
1341846436.8869	0.0071	-2.9034	1.6077	-0.7091	-0.2017	0.2146	0.6407					
1341846436.8969	0.0099	-2.9004	1.6073	-0.708	-0.2014	0.2149	0.6418					
1341846436.9069	0.0125	-2.8982	1.6071	-0.7076	-0.2014	0.217	0.6416					
1341846436.9170	0.0149	-2.8959	1.6068	-0.7064	-0.2013	0.2196	0.6421					
1341846436.9270	0.0175	-2.8940	1.6066	-0.7062	-0.2011	0.2219	0.6416					
1341846436.9369	0.0200	-2.8922	1.6067	-0.7062	-0.2014	0.2251	0.6404					
1341846436.9470	0.0226	-2.8904	1.6066	-0.7062	-0.2016	0.227	0.6396					
1341846436.9570	0.0252	-2.8877	1.6061	-0.7066	-0.2018	0.227	0.6391					
1341846436.9669	0.0277	-2.8858	1.6059	-0.707	-0.2025	0.2287	0.6378					
1341846436.9769	0.0299	-2.8842	1.6061	-0.7073	-0.2031	0.2313	0.6364					
1341846436.9870	0.0323	-2.8823	1.606	-0.7067	-0.2036	0.2324	0.6365					
1341846436.9969	0.0349	-2.8804	1.6058	-0.7069	-0.2044	0.2327	0.6359					
1341846437.0070	0.0376	-2.8781	1.6053	-0.7066	-0.2054	0.232	0.6362					
1341846437.0180	0.0399	-2.8770	1.6057	-0.7065	-0.2061	0.234	0.6352					
1341846437.0269	0.0425	-2.8744	1.6049	-0.7063	-0.2074	0.234	0.6352					
1341846437.0370	0.0447	-2.8730	1.6049	-0.7066	-0.2078	0.237	0.6336					
1341846437.0469	0.0471	-2.8709	1.6047	-0.7067	-0.208	0.2376	0.6332					
1341846437.0569	0.0494	-2.8692	1.6045	-0.707	-0.208	0.2406	0.6317					
1341846437.0669	0.0517	-2.8672	1.6044	-0.7069	-0.208	0.2422	0.6312					
1341846437.0769	0.0540	-2.8656	1.6043	-0.7071	-0.2085	0.2433	0.6303					
1341846437.0869	0.0563	-2.8641	1.6044	-0.7064	-0.2089	0.2442	0.6306					
1341846437.0969	0.0583	-2.8620	1.604	-0.7065	-0.2095	0.2454	0.6299					
1341846437.1069	0.0608	-2.8605	1.6036	-0.7075	-0.212	0.245	0.628					
1341846437.1171	0.0629	-2.8593	1.6036	-0.7088	-0.2132	0.2468	0.6255					
1341846437.1271	0.0650	-2.8575	1.6036	-0.7077	-0.213	0.2483	0.6262					
1341846437.1370	0.0671	-2.8556	1.6034	-0.7087	-0.2133	0.2488	0.6248					
1341846437.1469	0.0691	-2.8536	1.6031	-0.7094	-0.2136	0.2493	0.6236					
1341846437.1570	0.0711	-2.8516	1.6028	-0.7107	-0.214	0.2495	0.6219					
1341846437.1669	0.0729	-2.8494	1.6022	-0.7128	-0.2157	0.2499	0.6189					
1341846437.1770	0.0748	-2.8471	1.6017	-0.7135	-0.2164	0.2506	0.6174					
1341846437.1872	0.0768	-2.8455	1.6016	-0.7135	-0.2175	0.2516	0.6167					
1341846437.1969	0.0782	-2.8430	1.6011	-0.7152	-0.2177	0.2514	0.6148					
1341846437.2070	0.0800	-2.8408	1.6006	-0.7166	-0.219	0.2519	0.6125					
1341846437.2170	0.0817	-2.8381	1.5997	-0.7181	-0.2197	0.2522	0.6103					
1341846437.2269	0.0836	-2.8364	1.5992	-0.7204	-0.2207	0.2521	0.6072					
1341846437.2370	0.0855	-2.8343	1.5984	-0.7233	-0.2217	0.2518	0.6035					
1341846437.2488	0.0877	-2.8326	1.5977	-0.7266	-0.2213	0.2501	0.6004					
1341846437.2570	0.0891	-2.8297	1.5969	-0.7262	-0.2222	0.253	0.5994					
1341846437.2669	0.0908	-2.8275	1.596	-0.727	-0.222	0.2541	0.598					
1341846437.2770	0.0927	-2.8252	1.5954	-0.7273	-0.2221	0.2551	0.5972					
1341846437.2871	0.0944	-2.8232	1.5949	-0.7276	-0.2222	0.2567	0.5961					
1341846437.2969	0.0962	-2.8211	1.5944	-0.7289	-0.223	0.2584	0.5935					
1341846437.3069	0.0979	-2.8191	1.5937	-0.7301	-0.2239	0.2597	0.591					
1341846437.3170	0.0993	-2.8170	1.593	-0.731	-0.225	0.2608	0.589					
1341846437.3270	0.1008	-2.8151	1.5924	-0.7322	-0.2265	0.2616	0.5867					
1341846437.3370	0.1024	-2.8130	1.5917	-0.7326	-0.2281	0.262	0.5854					
1341846437.3470	0.1041	-2.8103	1.5908	-0.733	-0.2292	0.2612	0.5848					
1341846437.3570	0.1056	-2.8089	1.5906	-0.7339	-0.2305	0.2626	0.5825					
1341846437.3670	0.1072	-2.8068	1.5902	-0.7339	-0.2316	0.2633	0.5817					
1341846437.3770	0.1087	-2.8047	1.5896	-0.7339	-0.2327	0.2646	0.5807					
1341846437.3869	0.1101	-2.8025	1.5891	-0.7337	-0.2336	0.2654	0.5803					
1341846437.3970	0.1117	-2.8000	1.5883	-0.7336	-0.2347	0.2656	0.5799					
1341846437.4070	0.1132	-2.7984	1.588	-0.7337	-0.2364	0.268	0.5779					
1341846437.4185	0.1148	-2.7965	1.5875	-0.7341	-0.2379	0.2692	0.5762					
1341846437.4270	0.1162	-2.7944	1.5869	-0.7346	-0.2396	0.2705	0.5742					
1341846437.4370	0.1176	-2.7924	1.5863	-0.7342	-0.241	0.2714	0.5737					
1341846437.4469	0.1192	-2.7896	1.5852	-0.7362	-0.2427	0.2702	0.5711					
1341846437.4570	0.1205	-2.7881	1.5847	-0.738	-0.2434	0.2719	0.5676					
1341846437.4669	0.1221	-2.7860	1.584	-0.7388	-0.2441	0.2723	0.566					
1341846437.4769	0.1237	-2.7839	1.5834	-0.7388	-0.2445	0.2732	0.5655					
1341846437.4869	0.1247	-2.7820	1.5825	-0.7384	-0.2444	0.2756	0.5649					
1341846437.4969	0.1264	-2.7800	1.5821	-0.7386	-0.245	0.2766	0.5638					
1341846437.5069	0.1281	-2.7781	1.5819	-0.7383	-0.246	0.2777	0.5633					
1341846437.5170	0.1297	-2.7763	1.5816	-0.7377	-0.2469	0.2789	0.5631					
1341846437.5269	0.1311	-2.7747	1.5815	-0.7366	-0.2476	0.2803	0.5635					
1341846437.5370	0.1327	-2.7731	1.5816	-0.7343	-0.2478	0.2824	0.5654					
1341846437.5469	0.1345	-2.7712	1.5814	-0.7339	-0.2488	0.2831	0.5651					
1341846437.5570	0.1367	-2.7694	1.5816	-0.7332	-0.2502	0.2825	0.5657					
1341846437.5670	0.1386	-2.7677	1.5816	-0.732	-0.2501	0.2834	0.5669					
1341846437.5773	0.1404	-2.7660	1.5816	-0.7309	-0.25	0.2845	0.5678					
1341846437.5870	0.1425	-2.7644	1.5815	-0.7304	-0.2498	0.2847	0.5683					
1341846437.5970	0.1444	-2.7627	1.5812	-0.7299	-0.2496	0.2852	0.5689					
1341846437.6070	0.1463	-2.7611	1.581	-0.7296	-0.2497	0.2848	0.5695					
1341846437.6170	0.1482	-2.7594	1.5808	-0.7293	-0.2497	0.2846	0.5699					
1341846437.6269	0.1501	-2.7578	1.5808	-0.7291	-0.2501	0.284	0.5703					
1341846437.6370	0.1520	-2.7563	1.5806	-0.7285	-0.2501	0.2837	0.5712					
1341846437.6470	0.1540	-2.7544	1.5801	-0.7277	-0.2503	0.2829	0.5725					
1341846437.6570	0.1559	-2.7535	1.5803	-0.7281	-0.251	0.2839	0.5711					
1341846437.6746	0.1577	-2.7522	1.5801	-0.7276	-0.2513	0.2837	0.5718					
1341846437.6770	0.1597	-2.7507	1.5801	-0.7273	-0.2516	0.283	0.5723					
1341846437.6870	0.1617	-2.7493	1.5801	-0.7272	-0.2516	0.2819	0.573					
1341846437.6970	0.1638	-2.7480	1.5801	-0.7276	-0.2512	0.2799	0.5737					
1341846437.7070	0.1660	-2.7462	1.5799	-0.7277	-0.2507	0.2762	0.5755					
1341846437.7170	0.1682	-2.7451	1.5801	-0.7282	-0.2509	0.2743	0.5758					
1341846437.7296	0.1702	-2.7439	1.58	-0.7282	-0.2505	0.2714	0.5774					
1341846437.7388	0.1723	-2.7427	1.58	-0.7284	-0.2506	0.2684	0.5785					
1341846437.7470	0.1743	-2.7413	1.58	-0.7278	-0.2511	0.2659	0.5801					
